track_id,track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,valence,track_album_release_year,track_album_release_decade
4joiWvli4qJVEW6qZV2i2J,All My Loving - Remastered 2009,The Beatles,72,1963-11-22,0.416,0.563,0.9,1963,60s
5J2CHimS7dWYMImCHkEFaJ,A Hard Day's Night - Remastered 2009,The Beatles,70,1964-07-10,0.59,0.805,0.797,1964,60s
4yQw7FR9lcvL6RHtegbJBh,Think,Aretha Franklin,69,1968-06-14,0.687,0.63,0.926,1968,60s
6EAlFsajDK1PVgfhdJbS5Y,Something's Got A Hold On Me,Etta James,69,2011-10-18,0.471,0.585,0.655,2011,2010s
69RH84na5iUNwrwxpgjC5j,Where Did Our Love Go,The Supremes,69,1964-08-31,0.566,0.49,0.847,1964,60s
5c33j1xFVOL4G24zxYhssB,This Old Heart Of Mine (Is Weak For You),The Isley Brothers,69,1966,0.632,0.59,0.953,1966,60s
6jX5mso4x00c1EiNMrTU9U,Please Mr. Postman - Single Version / Mono,The Marvelettes,68,1961,0.785,0.776,0.967,1961,60s
5Qe7NHxeLAn8KoLTNLSdwe,I Want To Hold Your Hand - Remastered 2009,The Beatles,69,1973-04-01,0.496,0.703,0.936,1973,70s
1zW2csx1vVJrKfvDrFQNVt,Jump in the Line,Harry Belafonte,68,1961-07-21,0.594,0.889,0.8,1961,60s
7AzFID6u1b3zIWbd9pb8Dk,Summer in the City - Remastered,The Lovin' Spoonful,68,1966-11,0.423,0.681,0.56,1966,60s
0Omt3rVppHIlYFXNL1VWgL,Do You Love Me - Mono Single,The Contours,68,1962-10-25,0.596,0.793,0.8,1962,60s
6rLqjzGV5VMLDWEnuUqi8q,Dancing In The Street,Martha Reeves & The Vandellas,68,1965-01-01,0.556,0.57,0.304,1965,60s
48ZjHLkaHpXIlGGYUlb3bZ,Do Wah Diddy Diddy - 2007 Remaster,Manfred Mann,67,1963,0.66,0.583,0.941,1963,60s
0iA3xXSkSCiJywKyo1UKjQ,Louie Louie,The Kingsmen,67,2006-01-31,0.623,0.709,0.948,2006,2000s
3aCbwWCYCT3MJjZeUnlcp4,Baby I Need Your Loving,Four Tops,67,1965-01-01,0.632,0.686,0.65,1965,60s
31A3oqQxDLdG9HRx45z62d,I Only Want To Be With You,Dusty Springfield,66,1964-06-26,0.602,0.684,0.961,1964,60s
252YuUdUaC5OojaBU0H1CP,Come A Little Bit Closer,Jay & The Americans,66,1964,0.636,0.684,0.881,1964,60s
52FlwUMMDnTK8TGkCag9Jd,Stop! In The Name Of Love,The Supremes,66,1965-07-23,0.612,0.444,0.503,1965,60s
1Pq47iFLC5U7j8xeNiNcuS,It's My Party,Lesley Gore,66,1963-06-01,0.692,0.501,0.961,1963,60s
0obIo2GEab6qqms6t3JaMY,Hey! Baby - Remastered,Bruce Channel,65,2017-12-12,0.515,0.623,0.643,2017,2010s
3VgrSJEKBRT3xmwzpaxxEF,(Love Is Like A) Heat Wave,Martha Reeves & The Vandellas,66,1963,0.514,0.624,0.755,1963,60s
5nrmGFJ87crVoJF5xdRqwn,Waterloo Sunset,The Kinks,65,1967-09-15,0.512,0.69,0.417,1967,60s
6FRwDxXsvSasw0y2eDArsz,Sunshine Of Your Love,Cream,65,1967-11-02,0.684,0.481,0.784,1967,60s
2KOt2JrCB720UxIbyzweQo,Barbara Ann,The Beach Boys,63,1975-04-14,0.581,0.669,0.926,1975,70s
3YJx77Xx8JSwEoxqrkQO5c,Knock on Wood,Eddie Floyd,63,1967,0.864,0.346,0.964,1967,60s
4TBBPZks71c60whhq0PgdP,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,63,2006,0.631,0.69,0.938,2006,2000s
57460SJgSpCXaRJ9YIYHxy,Going Up The Country,Canned Heat,63,1987-01-01,0.653,0.239,0.765,1987,80s
6vcG9EgeqJUSmmF65lxUm6,One Fine Day,The Chiffons,63,2004-10-02,0.251,0.868,0.599,2004,2000s
5Sz09kaSzvpTC8lgm5W8Mt,Mustang Sally,Wilson Pickett,63,2005-02-08,0.725,0.327,0.688,2005,2000s
1WPqawIF9HCKfSOt7mN6X0,Nowhere To Run,Martha Reeves & The Vandellas,65,1965-01-01,0.606,0.815,0.877,1965,60s
62nYkaIBesfvQSSwTjPnYS,I Feel Free,Cream,65,1966-12-09,0.375,0.448,0.564,1966,60s
2YuIyYri67bgUXKQW5V9XW,Sweet Soul Music,Arthur Conley,63,1967-09-15,0.59,0.659,0.965,1967,60s
0UERoCKd24PKovd4BwRzBQ,It Takes Two,"Marvin Gaye, Kim Weston",63,1966-08-25,0.523,0.48,0.81,1966,60s
3ZxfehzRtB3oJcBuxWXFZQ,It's Your Thing,The Isley Brothers,62,1969-08-21,0.376,0.67,0.837,1969,70s
2x6pbpjVGjiWCcH89IK8AX,Breaking Up Is Hard to Do,Neil Sedaka,62,1960-12-30,0.743,0.799,0.965,1960,60s
2Bs1Lw9LX8hBm70t1iGdlh,He's So Fine - Remastered 2000,The Chiffons,62,2004-10-02,0.558,0.633,0.871,2004,2000s
0AZb6ryK8LsFcvY1jWHO61,"Sunshine, Lollipops And Rainbows",Lesley Gore,61,1963-11-01,0.675,0.64,0.965,1963,60s
2S6XOQqWqUBIySUU00vMru,Beggin',Frankie Valli & The Four Seasons,60,1967-05-01,0.59,0.356,0.375,1967,60s
4Dq749x2QP6OXTURJ9GGY8,The Tears Of A Clown,Smokey Robinson & The Miracles,60,1967-08-29,0.593,0.607,0.953,1967,60s
1UwriLz98ILbRhrtohTca1,The Wanderer,Dion,60,2001-01-01,0.623,0.48,0.842,2001,2000s
3ZpTyU4mF3PR9jLpFA3AAC,Ain't That A Kick In The Head,Dean Martin,60,1996-05-30,0.661,0.311,0.702,1996,90s
71tjsDvB4EMJqNG8EMmFnb,Comin' Home Baby,Mel Tormé,59,2005-02-08,0.632,0.368,0.773,2005,2000s
2CT08rpgdut8qQs7IAzMGi,Friday on My Mind,The Easybeats,59,1965-01-01,0.374,0.991,0.51,1965,60s
00pGV4EInVd77cnOIwPTCv,Papa's Got A Brand New Bag,James Brown,59,1991-01-01,0.738,0.541,0.925,1991,90s
40XXjm2pU6LGZkLq5VmkaQ,Everlasting Love,Love Affair,59,1968-03-04,0.497,0.569,0.811,1968,60s
6ImmlZj8ysK2jDnqqbKp60,"Hello Mary Lou, Goodbye Heart - Remastered",Ricky Nelson,58,1961-01-01,0.602,0.633,0.931,1961,60s
0i7O5MtSTXvR4BEY7stpjF,Hang On Sloopy,The McCoys,58,1995-06-06,0.765,0.516,0.936,1995,90s
06JokgprGDKrtZ1eP6z2CQ,Take Good Care Of My Baby,Bobby Vee,58,1962-02-01,0.487,0.441,0.604,1962,60s
760clbeDBWmBsBLbszWuNZ,I'm A Man,Bo Diddley,58,1958-01-01,0.513,0.546,0.834,1958,60s
3qCHUm73I3o5F1mDEfibzo,Gimme Some Lovin' - Single Mix,The Spencer Davis Group,58,1966-11-17,0.598,0.564,0.43,1966,60s
0Hw6SCrtU9pFCjgAONpnGZ,Uptight (Everything's Alright),Stevie Wonder,58,1966-05-01,0.593,0.642,0.919,1966,60s
601a0vnyLYe7pzLKVjKSha,How Do You Do It? - Mono,Gerry & The Pacemakers,58,1997-10-13,0.617,0.711,0.963,1997,90s
4j2W1eM03mz5MVN5LvR7VH,These Boots Are Made for Walkin',Various Artists,57,1987-08-04,0.718,0.323,0.463,1987,80s
0jrdWPwYjUZvqfJcwE8ddh,Saturday Night at the Movies,The Drifters,57,1965,0.708,0.545,0.935,1965,60s
3AgY5gLURlcdYBVGv1RVm7,Luck Be A Lady,Frank Sinatra,57,1965-11,0.362,0.398,0.5,1965,60s
23xk9Rf7oIHVUU1JvmXYFn,Mony Mony,Tommy James & The Shondells,57,1968-01-01,0.592,0.834,0.809,1968,60s
0zABw1PtGYHsU4VDpDZsra,Needles and Pins - Mono,The Searchers,57,1964-01-01,0.566,0.953,0.887,1964,60s
73XQBWHSVLL1939hb8cQTm,Georgy Girl,The Seekers,56,1989-01-30,0.515,0.496,0.651,1989,90s
7EjyzZcbLxW7PaaLua9Ksb,Surfin' Bird,Various Artists,56,1987-08-04,0.564,0.959,0.834,1987,80s
4Wzt8Dm4xpO3LjWDecP4bA,She's Not There,The Zombies,68,1965-04-30,0.523,0.803,0.898,1965,60s
6EXOSA4BWBM1AUsXxKwYDT,Send Me A Postcard,Shocking Blue,53,1970,0.344,0.81,0.667,1970,70s
25wihqbcZQksW4o8G35acQ,"Liar, Liar",Various Artists,41,2010-01-20,0.465,0.483,0.804,2010,2010s
1DKyFVzIh1oa1fFnEmTkIl,Gloria (feat. Van Morrison) - Stereo Version,Van Morrison,64,2015-12-04,0.641,0.703,0.722,2015,2010s
6Um3XCAxl9YfFmAnGl93xc,I Fought the Law - Single Version,The Bobby Fuller Four,58,1998,0.593,0.804,0.962,1998,90s
4B3gkbr7aGC2sujjgivK0s,I Can't Explain - Mono Version,The Who,55,1965-12-03,0.572,0.688,0.856,1965,60s
4PEeZ2U4UfP2Jo8EtIOjus,96 Tears,? & The Mysterians,55,1966,0.65,0.562,0.882,1966,60s
2uXkW8uJcOIhlbUatEPLPs,Have Love Will Travel,The Sonics,58,1965,0.506,0.948,0.934,1965,60s
6ZIkH0yQk0E5hfOVL7CyoQ,Laisse tomber les filles,France Gall,0,1992-01-01,0.659,0.57,0.962,1992,90s
2E64SWjM9rQmAshItmdbcw,Communication Breakdown - Remaster,Led Zeppelin,52,1969-01-12,0.375,0.956,0.381,1969,70s
07KYQySlrmE94gaLbhvp4X,Over Under Sideways Down - The Mono Album,The Yardbirds,48,1966-07-15,0.529,0.861,0.387,1966,60s
1YZuigG1YcdgbfD7XJoCU5,See Emily Play,Pink Floyd,47,1971-05-14,0.456,0.711,0.412,1971,70s
00oZhqZIQfL9P5CjOP6JsO,Tomorrow Never Knows - Remastered 2009,The Beatles,57,1966-08-05,0.38,0.829,0.0534,1966,60s
2h83AMl3afIAWks8Z3Sn9C,Wipe Out,The Surfaris,41,1963-03-06,0.386,0.492,0.699,1963,60s
3fElupNRLRJ0tbUDahPrAb,I'm Waiting For The Man,"The Velvet Underground, Nico",60,1967-03-12,0.679,0.645,0.826,1967,60s
5H0laZ62yDUPuKvHef8niK,Itchycoo Park (Mono Version) - 2012 Remaster,Small Faces,55,1967-12-31,0.613,0.555,0.556,1967,60s
1wVBq2SkE1AOKoaOxUVvDC,Fire,The Crazy World Of Arthur Brown,39,2010-01-01,0.435,0.912,0.321,2010,2010s
672N8DGGTOLCOgWe0koX5g,I Wanna Be Your Dog,The Stooges,61,1969-08-05,0.527,0.871,0.107,1969,70s
1oXq63OUf43LDnNPVtfvX8,I'm A Man,The Spencer Davis Group,48,1989-01-01,0.557,0.859,0.678,1989,90s
6LbOC2J8ojSTwE6qIS4Eyh,Seven and Seven Is,Love,27,1966-11-01,0.453,0.788,0.55,1966,60s
5TysIim10uxdcYtUqftQlZ,Making Time,The Creation,39,1999-05-04,0.432,0.917,0.45,1999,2000s
3yuhWcddu8hgwlMIAyFamR,Misirlou,Dick Dale & His Del-Tones,42,1992,0.423,0.896,0.732,1992,90s
3qcyIr1omzr2MDPAvsh0it,"Mini, mini, mini",Jacques Dutronc,39,1966-06-30,0.773,0.483,0.755,1966,60s
6nnSkEpzo8PmHsOlSopoO6,Can't Seem To Make You Mine,The Seeds,47,1966,0.699,0.384,0.584,1966,60s
3NINDFPIYnyT26cWWRomOQ,Dirty Water,The Standells,47,1966-05-01,0.62,0.781,0.864,1966,60s
16iApoNZYaN6gbMtRRVV6B,Incense And Peppermints,Strawberry Alarm Clock,53,1967,0.484,0.655,0.634,1967,60s
2rzsi8v63YA1LGJE4yLRBQ,Pretty Big Mouth,Count Five,42,1966-01-01,0.587,0.573,0.686,1966,60s
5YgCmkSdGukXqK3fJlX4pQ,I Had Too Much to Dream (Last Night),The Electric Prunes,50,1967,0.358,0.554,0.419,1967,60s
6cQdZhnwKIeLud5qTD7BuQ,(We Ain't Got) Nothin' Yet,The Blues Magoos,40,1966-01-01,0.398,0.864,0.782,1966,60s
6uJXOi796U1D8iW9fj2ZGn,Funnel Of Love,Wanda Jackson,57,2020-10-23,0.6,0.593,0.912,2020,2010s
7JoPxqrnT3eq02AnflBSiN,I Want Candy,The Strangeloves,43,1965,0.669,0.848,0.661,1965,60s
1Tf9p4yyFuSDZpmnniYgNv,Psychotic Reaction,Various Artists,0,2010-02-01,0.234,0.832,0.831,2010,2010s
7tdPaJEmAVKrqMQh1YtlP3,I'm Five Years Ahead of My Time,The Third Bardo,35,2000-07-11,0.295,0.79,0.562,2000,2000s
5qBqBdfTEIWJwAS0Jm2F5R,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,66,1965-12-06,0.451,0.818,0.755,1965,60s
3VyJGPYr2DF9gdBNosSao4,Can't Find My Way Home,Blind Faith,62,1969-08,0.519,0.337,0.523,1969,70s
5ADiy8c2ir9ewoKnsGWrYs,Debora,T. Rex,0,2011-01-01,0.215,0.709,0.553,2011,2010s
0MRs5O62wfDgf5cQKalrPq,Pictures of Matchstick Men - Mono Version,Status Quo,52,1968-09-27,0.241,0.604,0.417,1968,60s
1F7euzYeo32NncoyEBo63v,Zig Zag Wanderer,Captain Beefheart & His Magic Band,45,1967,0.428,0.843,0.885,1967,60s
3uCkIqD0VzQUijbs8WIizs,These Days,Nico,66,1967-10-09,0.401,0.13,0.213,1967,60s
34miSNKQ0xN7EG8zzzaFzI,You're Gonna Miss Me (2008 Remastered Original Mono LP Version),13th Floor Elevators,53,2010,0.428,0.923,0.681,2010,2010s
74ohdXevc7VsXl96ofi3Kn,Crimson and Clover (Single Version),Tommy James & The Shondells,61,2021-02-05,0.404,0.591,0.654,2021,
5PHkCHXokZY9u29qLHlgGV,Waitin' Around to Die,Townes Van Zandt,41,1968,0.605,0.526,0.54,1968,60s
2rtaHm5SkgFzVa5Gr8oTW6,Telstar,The Tornados,43,1962-08-17,0.196,0.751,0.629,1962,60s
091roQPTeXtncbG9qXvvXK,Surfin' Bird,The Trashmen,53,1995-02-24,0.588,0.976,0.793,1995,90s
1PmLQePsJbx0n4JjX9RFUj,Johnny Remember Me,John Leyton,37,1960-11-26,0.342,0.751,0.481,1960,60s
6MOEQCtAWNSCmvg3SFKF5y,Season of the Witch,Donovan,67,1966-09,0.516,0.513,0.694,1966,60s
3jBCwLVmmfKUH8321N4bdd,Shifting Sands,The West Coast Pop Art Experimental Band,46,1967,0.226,0.585,0.655,1967,60s
4Sb3TdqgOi35RoL78Y1LtC,Complication,The Monks,15,1966-03-01,0.476,0.731,0.613,1966,60s
6ybSSVTO6vMVJUk2bM68Y7,Lies (are breaking my heart),The Knickerbockers,31,1965-01-01,0.491,0.696,0.893,1965,60s
5rGD8FFgHw74cp3RPhucyg,Maggie's Farm,Bob Dylan,46,1965-03-22,0.415,0.72,0.619,1965,60s
5mSZLysuAtdNA21mbOm0sx,Kick Out The Jams (Original Uncensored Version),MC5,43,2008-01-01,0.345,0.811,0.625,2008,2000s
3URfn21oTyGF6rIuhHsBJw,Egyptian Shumba,The Tammys,32,2013-10-21,0.338,0.794,0.879,2013,2010s
7LIKiKUV9WifyLyLhO2XaY,Light Flight,Pentangle,38,1969-10-01,0.518,0.493,0.816,1969,70s
0wwbxSLnXXws3sD0AKMfUT,Oscillations,Silver Apples,37,1968-06-01,0.492,0.553,0.431,1968,60s
14CsqOaDkOkrZ49UJLtuOJ,"So Long, Marianne",Leonard Cohen,59,1967-12-27,0.543,0.395,0.231,1967,60s
11Wda6v2dXnklOQYnJANjs,She's a Lover,The Pretty Things,36,1970-06,0.439,0.795,0.789,1970,70s
0lGEWOZvMexZFXckBJxlVO,A Minha Menina,Os Mutantes,52,1968-01-01,0.463,0.926,0.437,1968,60s
2RGoQSyesiUe15WN5ybjKw,Terry,Twinkle,32,1964-01-01,0.603,0.506,0.735,1964,60s
358jMpTqOfIOYjpcg2Ig2j,Bonnie And Clyde,Brigitte Bardot,55,1994-01-01,0.349,0.575,0.565,1994,90s
2j25bv2cpByJLaNZRKEBwR,Trouble Every Day,The Mothers Of Invention,41,1966-06-27,0.311,0.775,0.477,1966,60s
2kAs1dd5RRtwPmPLG61kbF,21st Century Schizoid Man,We Hunt Buffalo,33,2011-08-26,0.213,0.866,0.487,2011,2010s
3pYM1COOgzTV1QUokz2BSX,Death Cab for Cutie - 2007 Remaster,The Bonzo Dog Band,34,1967-10-01,0.544,0.341,0.566,1967,60s
7IyDLBtIXS2EKZEt8trS03,The Hedgehog's Song - 2010 Remaster,The Incredible String Band,36,1967,0.675,0.444,0.65,1967,60s
2WhRJwrsy57H5Mm1P3lykJ,Philosophy of the World,The Shaggs,36,2016-02-26,0.393,0.649,0.697,2016,2010s
6MqfTP3OwngywVTOS5OAFt,Memphis Soul Stew,King Curtis,55,1967,0.724,0.601,0.886,1967,60s
6eFgjBTF91pOZTQ8t7xBHv,Tell Mama,Etta James,53,1968-04-18,0.676,0.784,0.937,1968,60s
6uPuweWZXRKhP2i9sBmun4,Say It Loud - I'm Black And I'm Proud - Pts.1 & 2,James Brown,32,1969-01-01,0.83,0.44,0.943,1969,70s
0WSlOSMLJWoWUpWci9nnRb,Cissy Strut,The Meters,64,1969,0.507,0.763,0.708,1969,70s
5YdMKQEtVQG03RkRDNXGq4,Potatoe Mash,Ike & Tina Turner,31,1961-02-02,0.64,0.915,0.922,1961,60s
16dz1n3ctolQbuZPtvHVqH,Love Man,Otis Redding,61,1969,0.588,0.611,0.937,1969,70s
0vstoapfzoOlqD8zurG2uJ,Twenty Five Miles,Edwin Starr,55,1969-01-01,0.814,0.836,0.964,1969,70s
0gtTfaz5zzbJA28Ypu7k0W,Groove Me,King Floyd,52,1994-06-14,0.913,0.481,0.878,1994,90s
2geMYfXFhqZFMdrF08XSLz,Girls Can't Do What the Guys Do,Betty Wright,41,1968,0.485,0.661,0.875,1968,60s
2kzYaLoVgoNMRg4lyNTqWr,Do The Funky Chicken,"Rufus Thomas, Carla Thomas",28,2005,0.846,0.565,0.547,2005,2000s
3cEo5poFlZ9yen1ugTCbj0,There Was A Time,James Brown,28,2008-04-01,0.73,0.831,0.683,2008,2000s
35w6fQ0Wnuv7aIryRx7gTq,B-A-B-Y,Carla Thomas,59,1966,0.74,0.301,0.669,1966,60s
3zOSgkGkNBQE5V0pieRddw,Here Comes The Judge,Shorty Long,25,2000-01-01,0.699,0.458,0.608,2000,2000s
3FmaFVYVcdvvdSKr2oqKJ0,Soul Finger,Various Artists,28,2017-06-13,0.734,0.467,0.855,2017,2010s
4gBDbXvzx8uDEWrA7Qo1KZ,Papa's Got a Brand New Bag,Charles Wright & The Watts 103rd Street Rhythm Band,30,1968,0.835,0.481,0.75,1968,60s
4NL8D4RQsC6ux6eI3m3Lg5,Everybody Needs Somebody to Love,Solomon Burke,56,1998,0.629,0.543,0.858,1998,90s
2jE7FOj2T1zMy3XSLbeDd2,The Watts Breakaway,The Johnny Otis Show,29,1970-07-15,0.742,0.8,0.96,1970,70s
0pcsr9n7Pn6XOfzcvoxRB4,What a Man - Remastered Single Version,Various Artists,25,2006-06-19,0.627,0.778,0.964,2006,2000s
6uu9g2xpWSPda9SFPvrAmO,Funky Street,Arthur Conley,33,1968,0.7,0.903,0.853,1968,60s
2Zk0eoq7d6Vw0fRVRXPWnc,Shotgun,Jr. Walker & The All Stars,58,1965-02-03,0.751,0.683,0.631,1965,60s
7qCGnmcKlsSKmYZOIU2qkD,Walkin' the Dog,Various Artists,21,2018-07-27,0.784,0.532,0.83,2018,2010s
4FgpSAmdj1G6QxyPaYFwOy,Don't Knock It,Sam & Dave,30,1967,0.787,0.361,0.948,1967,60s
17Y2K7uNxMkaTDBtf1Tcv3,Let A Woman Be A Woman - Let A Man Be A Man,Dyke & The Blazers,48,2013-01-01,0.83,0.565,0.873,2013,2010s
7jGHm6VdD07oL4nqLuCBNI,Right On - Rudy Van Gelder Remaster,Boogaloo Joe Jones,30,2008-01-01,0.592,0.71,0.658,2008,2000s
7DJsL4jyXA39GDiHFQYQ0t,Mess Around,Ray Charles,61,1957-01-01,0.565,0.962,0.906,1957,60s
6IIcvtmuGpWIasqOpyGlyY,"Tighten Up, Pt. 1",Archie Bell & The Drells,50,1968,0.708,0.441,0.724,1968,60s
4NRQwaks9r58tTDvr4iEyv,In the Midnight Hour,Wilson Pickett,68,1965,0.75,0.444,0.849,1965,60s
0mfQH4OgwV8aQ7JUgVjkhd,Sing a Simple Song,The Meters,33,1969,0.588,0.8,0.828,1969,70s
3QbfWiLvHcAMYmdRPd9WnX,Sing a Simple Song - Single Version,Sly & The Family Stone,39,1969-05-03,0.463,0.693,0.735,1969,70s
62ylA6rQ8lgVn94VW00NTB,But It's Alright,J.J. Jackson,38,1969-01-01,0.627,0.803,0.961,1969,70s
2gFfG8Ick2LGOzFHiWOV22,Tramp,"Otis Redding, Carla Thomas",51,1967-03-16,0.89,0.377,0.907,1967,60s
34Craxb9QArnb4D9ztapc0,You're Starting Too Fast,Johnny Pate,27,1970-01-01,0.686,0.623,0.614,1970,70s
2DxX9x7Cmywikp14l1YUdk,Who's Making Love,Johnnie Taylor,45,1968,0.79,0.349,0.696,1968,60s
26lWSZtUQvUhTnjqokay5p,Strokin,Clarence Carter,47,2012-11-15,0.835,0.858,0.908,2012,2010s
1yAHShjpL6S7s57aBZjB2x,Bongo Rock,Various Artists,23,2017-09-09,0.717,0.725,0.877,2017,2010s
5FrCb3dn8zBDQidICpI4Q5,We Got More Soul,Dyke & The Blazers,38,2013-01-01,0.825,0.657,0.846,2013,2010s
2DeZEHRDH35GWfHMkAV6Ih,Everything I Do Goin' Be Funky,Don Covay,31,2007-03-19,0.706,0.566,0.863,2007,2000s
3evKZi4dI9Nw7Hit26XFN9,I Can't Stop Dancing,Archie Bell & The Drells,37,1968,0.565,0.729,0.818,1968,60s
5SUq4LjsJjYSGq9IIjEiBP,Licking Stick - Licking Stick,James Brown,28,1969-01-01,0.736,0.568,0.962,1969,70s
0zyyaMpWRZNSx2GqAMFKX3,Can I Change My Mind,Tyrone Davis,42,1969,0.545,0.669,0.886,1969,70s
5LxvwujISqiB8vpRYv887S,I Want You Back,The Jackson 5,80,1969-12-18,0.469,0.538,0.886,1969,70s
5QC0qgroozRGGHAJuTsP4c,Different Strokes,Syl Johnson,44,1968-01-01,0.838,0.743,0.785,1968,60s
3GdvI6fsbGQXkYR2xoMLQ3,Kool & The Gang,Kool & The Gang,31,1970-01-01,0.61,0.782,0.704,1970,70s
0NFLJaA6Pwha8Yd2lGPKzw,I'm Shakin',Little Willie John,31,2013-01-11,0.566,0.727,0.682,2013,2010s
08ybbD5OdywKrC0vuFBhRt,"A Dance, a Kiss and a Song",Charles Wright & The Watts 103rd Street Rhythm Band,24,1968,0.552,0.456,0.948,1968,60s
22t9iuxxXPGYuRZ0R0Mgej,Doin' Our Thing,Clarence Carter,26,1969,0.679,0.562,0.915,1969,70s
1NAIlRHOyqXyXoJfDzVxAM,There Was A Time - Live At The Apollo Theater/1967,James Brown,27,2013-01-01,0.823,0.68,0.607,2013,2010s
6mRWYqhRPJVyYpLOLvbtRg,Mother Popcorn - Pt. 1,James Brown,41,1969-01-01,0.944,0.748,0.898,1969,70s
6y8o4V2R2dSt2ijgL8C72W,(I Know) I'm Losing You,The Temptations,45,1967-07-17,0.634,0.503,0.813,1967,60s
2JjIeCdqjAlvUqA4FUmjuB,In The Middle (Parts 1 And 2),James Brown,27,1969-01-01,0.737,0.65,0.64,1969,70s
2FgQdU4HiNU78uKGK2sXhv,Black Boy From the Ghetto,Dyke & The Blazers,28,2013-01-01,0.732,0.804,0.872,2013,2010s
6g2RtR71Qj12dKQIwPpFJc,Bold Soul Sister,Ike & Tina Turner,34,1969-01-17,0.775,0.688,0.93,1969,70s
46Yw4kZuQEhGY2qN9Yd5lt,You Can't Miss What You Can't Measure,Clarence Carter,28,1969,0.608,0.525,0.96,1969,70s
5kw1G5yV00UUUHCIaTZFIt,She's Lookin' Good,Tyrone Davis,24,1969,0.432,0.854,0.368,1969,70s
1mvsBRtgjW7sxKRNguQtz4,Here Comes the Meter Man,The Meters,39,1969,0.569,0.888,0.896,1969,70s
1VsMIGb2CX63J2Yt1sa12v,The Worm,Jimmy McGriff,38,1968,0.764,0.695,0.961,1968,60s
5uBhxCjIZbTYTlDnyPaG9t,Jungle Strut,Gene Ammons,32,1994-01-01,0.646,0.625,0.55,1994,90s
1eUfBAAMu5Sf3vF9H2QNfX,The Love of My Woman - Single Version; Remastered,Various Artists,18,2006-06-19,0.752,0.729,0.969,2006,2000s
5ECdtBtFPaOe1wMfLKMsro,It's Your Thing,The Temptations,24,1969-01-01,0.53,0.746,0.7,1969,70s
2e8ydLYXuH7MEj9eGjqlaz,I Can't Stand Myself (When You Touch Me),James Brown,27,1968-03-01,0.84,0.733,0.755,1968,60s
6vJCfp5FWFiiLpp8l8azbp,O' Baby (I Believe I'm Losing You),Billy Hawks,30,1968-01-01,0.698,0.656,0.606,1968,60s
6TlXKWSyZuHMS4qANLwVgE,No Way,Boogaloo Joe Jones,27,1998-01-01,0.491,0.567,0.745,1998,90s
2FCiuaXNE1kjwSoAvso4vT,The Horse,Cliff Nobles,39,2008-01-01,0.647,0.571,0.922,2008,2000s
0AQquaENerGps8BQmbPw14,Big Iron,Marty Robbins,71,1959,0.726,0.474,0.57,1959,60s
5DTOOkooKFUvWj1XQTFa09,The End of the World,Skeeter Davis,67,1994-05-23,0.232,0.216,0.432,1994,90s
6zQnzN80m28yNfz544YBI2,Don't Come Home A-Drinkin' (With Lovin' On Your Mind) - Single Version,Loretta Lynn,49,2005-01-01,0.75,0.571,0.946,2005,2000s
3XG7bMVcMWLIn2k9jLAaAt,King Of The Road,Roger Miller,64,1965-01-01,0.67,0.272,0.613,1965,60s
